Month,passengers
2299-03,172
2299-04,52
2299-05,237
2299-06,144
2299-07,86
2299-08,170
2299-09,102
2299-10,163
2299-11,220
2299-12,88
2300-01,209
2300-02,179
2300-03,215
2300-05,214
2300-06,151
2300-07,76
2300-08,126
2300-09,102
2300-10,165
2300-11,93
2300-12,159
2301-01,200
2301-02,142
2301-03,130
2301-04,78
2301-05,113
2301-06,157
2301-07,188
2301-08,128
2301-09,73
2301-10,233
2301-11,211
2301-12,231
2302-01,79
2302-03,173
2302-04,149
2302-05,162
2302-06,127
2302-07,237
2302-08,74
2302-09,165
2302-10,138
2302-11,83
2302-12,113
2303-01,129
2303-02,187
2303-03,241
2303-04,160
2303-05,217
2303-06,93
2303-07,71
2303-08,213
2303-10,81
2303-11,146
2303-12,170
2304-01,141
2304-02,115
2304-03,146
2304-04,101
2304-05,236
2304-06,216
2304-07,59
2304-08,235
2304-09,154
2304-10,225
2304-11,167
2304-12,158
2305-01,119
2305-02,114
2305-03,198
2305-04,179
2305-05,147
2305-07,196
2305-08,218
2305-09,202
2305-10,64
2305-11,90
2305-12,66
2306-01,70
2306-02,172
2306-03,147
2306-04,104
2306-05,118
2306-06,111
2306-07,212
2306-08,59
2306-09,132
2306-10,179
2306-11,175
2306-12,182
2307-01,190
2307-03,128
2307-04,57
2307-05,73
2307-06,237
2307-07,228
2307-08,127
2307-09,247
2307-10,157
2307-11,181
2307-12,149
2308-01,85
2308-02,135
2308-03,239
2308-04,236
2308-05,92
2308-06,191
2308-07,125
2308-08,104
2308-09,221
2308-10,137
2308-12,244
2309-01,90
2309-02,248
2309-03,217
2309-04,73
2309-05,100
2309-06,155
2309-07,202
2309-08,106
2309-09,243
2309-10,79
2309-11,173
2309-12,245
2310-01,112
2310-02,80
2310-03,80
2310-04,156
2310-05,54
2310-06,212
2310-08,93
2310-09,113
2310-10,203
2310-11,148
2310-12,123
2311-01,144
2311-02,69
2311-03,206
2311-04,175
2311-05,214
2311-06,242
2311-07,165
2311-08,171
2311-09,89
2311-10,63
2311-11,227
2311-12,168
2312-01,115
2312-02,153
2312-03,166
2312-05,84
2312-06,177
2312-07,56
2312-08,234
2312-09,105
2312-10,211
2312-11,97
2312-12,181
2313-01,151
2313-02,107
2313-03,60
2313-04,101
2313-05,187
2313-06,233
2313-07,220
2313-08,89
2313-09,99
2313-10,168
2313-11,202
2313-12,139
2314-02,195
2314-03,146
2314-04,158
2314-05,57
2314-06,108
2314-07,222
2314-08,149
2314-09,189
2314-10,104
2314-11,70
2314-12,57
2315-01,121
2315-02,202
2315-03,87
2315-04,234
2315-05,240
2315-06,67
2315-07,102
2315-08,120
2315-10,147
2315-11,91
2315-12,89
2316-01,170
2316-02,196
2316-03,189
2316-04,73
2316-05,55
2316-06,79
2316-07,123
2316-08,185
2316-09,100
2316-10,167
2316-11,194
2316-12,119
2317-01,117
2317-02,194
2317-03,120
2317-04,224
2317-06,247
2317-07,146
2317-08,122
2317-09,118
2317-10,151
2317-11,163
2317-12,61
2318-01,172
2318-02,91
2318-03,243
2318-04,71
2318-05,141
2318-06,215
2318-07,176
2318-08,235
2318-09,198
2318-10,149
2318-11,170
2318-12,221
2319-01,103
2319-03,140
2319-04,237
2319-05,205
2319-06,199
2319-07,119
2319-08,247
2319-09,137
2319-10,74
2319-11,118
2319-12,178
2320-01,196
2320-02,156
2320-03,150
2320-04,119
2320-05,209
2320-06,211
2320-07,240
2320-08,195
2320-09,157
2320-10,143
2320-12,190
2321-01,155
2321-02,125
2321-03,141
2321-04,241
2321-05,53
2321-06,196
2321-07,113
2321-08,207
2321-09,122
2321-10,77
2321-11,93
2321-12,185
2322-01,159
2322-02,170
2322-03,154
2322-04,144
2322-05,70
2322-07,98
2322-08,144
2322-09,181
2322-10,183
2322-11,164
2322-12,68
2323-01,223
2323-02,161
2323-03,105
2323-04,137
2323-05,84
2323-06,63
2323-07,138
2323-08,152
2323-09,79
2323-10,84
2323-11,60
2323-12,173
2324-01,175
2324-02,248
2324-04,170
2324-05,216
2324-06,194
2324-07,180
2324-08,155
2324-09,190
2324-10,173
2324-11,232
2324-12,69
2325-01,86
2325-02,237
2325-03,148
2325-04,177
2325-05,122
2325-06,87
2325-07,87
2325-08,152
2325-09,104
2325-10,144
2325-11,80
2326-01,175
2326-02,164
2326-03,244
2326-04,67
2326-05,72
2326-06,52
2326-07,113
2326-08,187
2326-09,118
2326-10,88
2326-11,208
2326-12,69
2327-01,140
2327-02,77
2327-03,209
2327-04,233
2327-05,74
2327-06,186
2327-07,131
2327-09,250
2327-10,222
2327-11,231
2327-12,125
2328-01,98
2328-02,247
2328-03,63
2328-04,105
2328-05,183
2328-06,224
2328-07,182
2328-08,96
2328-09,157
2328-10,171
2328-11,240
2328-12,84
2329-01,174
2329-02,207
2329-03,53
2329-05,105
2329-06,160
2329-07,123
2329-08,140
2329-09,142
2329-10,78
2329-11,223
2329-12,52
2330-01,249
2330-02,227
2330-03,113
2330-04,147
2330-05,236
2330-06,141
2330-07,199
2330-08,186
2330-09,188
2330-10,242
2330-11,171
2330-12,136
2331-01,126
2331-03,95
2331-04,83
2331-05,145
2331-06,222
2331-07,88
2331-08,219
2331-09,186
2331-10,101
2331-11,191
2331-12,110
2332-01,130
2332-02,157
2332-03,142
2332-04,89
2332-05,206
2332-06,61
2332-07,130
2332-08,194
2332-09,88
2332-11,210
2332-12,52
2333-01,85
2333-02,144
2333-03,83
2333-04,171
2333-05,230
2333-06,201
2333-07,228
2333-08,248
2333-09,110
2333-10,160
2333-11,118
2333-12,113
2334-01,79
2334-02,166
2334-03,104
2334-04,240
2334-05,166
2334-07,210
2334-08,178
2334-09,182
2334-10,78
2334-11,116
2334-12,196
2335-01,144
2335-02,233
2335-03,194
2335-04,88
2335-05,185
2335-06,237
2335-07,61
2335-08,183
2335-09,213
2335-10,195
2335-11,136
2335-12,240
2336-01,101
2336-03,53
2336-04,64
2336-05,88
2336-06,180
2336-07,173
2336-08,218
2336-09,240
2336-10,56
2336-11,51
2336-12,103
2337-01,81
2337-02,67
2337-03,74
2337-04,85
2337-05,245
2337-06,189
2337-07,126
2337-08,84
2337-09,100
2337-10,165
2337-12,60
2338-01,220
2338-02,188
2338-03,158
2338-04,139
2338-05,201
2338-06,233
2338-07,137
2338-08,126
2338-09,239
2338-10,121
2338-11,133
2338-12,107
2339-01,92
2339-02,117
2339-03,249
2339-04,123
2339-05,229
2339-06,168
2339-08,224
2339-09,233
2339-10,116
2339-11,250
2339-12,229
2340-01,145
2340-02,108
2340-03,130
2340-04,149
2340-05,165
2340-06,244
2340-07,162
2340-08,55
2340-09,101
2340-10,108
2340-11,192
2340-12,197
2341-01,96
2341-02,178
2341-03,194
2341-05,129
2341-06,156
2341-07,223
2341-08,90
2341-09,74
2341-10,129
2341-11,52
2341-12,69
2342-01,141
2342-02,78
2342-03,186
2342-04,145
2342-05,63
2342-06,62
2342-07,237
2342-08,60
2342-09,208
2342-10,216
2342-11,136
2342-12,73
2343-02,242
2343-03,114
2343-04,68
2343-05,97
2343-06,102
2343-07,142
2343-08,121
2343-09,228
2343-10,207
2343-11,132
2343-12,116
2344-01,180
2344-02,199
2344-03,231
2344-04,191
2344-05,56
2344-06,190
2344-07,170
2344-08,163
2344-10,230
2344-11,76
2344-12,52
2345-01,64
2345-02,236
2345-03,176
2345-04,205
2345-05,134
2345-06,237
2345-07,246
2345-08,230
2345-09,70
2345-10,127
2345-11,224
2345-12,176
2346-01,243
2346-02,198
2346-03,138
2346-04,140
2346-06,164
2346-07,178
2346-08,193
2346-09,151
2346-10,197
2346-11,107
2346-12,186
2347-01,153
2347-02,232
2347-03,151
2347-04,145
2347-05,202
2347-06,121
2347-07,231
2347-08,173
2347-09,56
2347-10,118
2347-11,57
2347-12,246
2348-01,63
2348-03,177
2348-04,239
2348-05,226
2348-06,152
2348-07,83
2348-08,227
2348-09,98
2348-10,236
2348-11,178
2348-12,203
2349-01,169
2349-02,197
2349-03,74
2349-04,237
2349-05,54
2349-06,232
2349-07,229
2349-08,87
2349-09,63
2349-10,57
2349-12,56
2350-01,104
2350-02,216
2350-03,238
2350-04,245
2350-05,208
2350-06,58
2350-07,102
2350-08,84
2350-09,191
2350-10,98
2350-11,167
2350-12,214
2351-01,123
2351-02,53
2351-03,63
2351-04,147
2351-05,210
2351-07,100
2351-08,128
2351-09,250
2351-10,178
2351-11,122
2351-12,162
2352-01,126
2352-02,217
2352-03,226
2352-04,150
2352-05,65
2352-06,56
2352-07,140
2352-08,105
2352-09,104
2352-10,84
2352-11,101
2352-12,55
2353-01,99
2353-02,249
2353-04,163
2353-05,65
2353-06,234
2353-07,186
2353-08,118
2353-09,70
2353-10,169
2353-11,183
2353-12,221
2354-01,104
2354-02,129
2354-03,113
2354-04,64
2354-05,242
2354-06,121
2354-07,174
2354-08,171
2354-09,58
2354-10,244
2354-11,179
2355-01,245
2355-02,213
2355-03,190
2355-04,151
2355-05,133
2355-06,213
2355-07,95
2355-08,105
2355-09,161
2355-10,190
2355-11,134
2355-12,106
2356-01,87
2356-02,199
2356-03,72
2356-04,176
2356-05,165
2356-06,106
2356-07,73
2356-08,138
2356-10,53
2356-11,221
2356-12,76
2357-01,192
2357-02,161
2357-03,203
2357-04,68
2357-05,226
2357-06,127
2357-07,103
2357-08,206
2357-09,173
2357-10,220
2357-11,213
2357-12,188
2358-01,183
2358-02,101
2358-03,183
2358-05,122
2358-06,232
2358-07,101
2358-08,155
2358-09,82
2358-10,68
2358-11,83
2358-12,188
2359-01,83
2359-02,115
2359-03,124
2359-04,86
2359-05,77
2359-06,228
2359-07,184
2359-08,246
2359-09,140
2359-10,192
2359-11,133
2359-12,189
2360-01,139
2360-03,171
2360-04,75
2360-05,117
2360-06,220
2360-07,214
2360-08,61
2360-09,138
2360-10,115
2360-11,244
2360-12,164
2361-01,70
2361-02,94
2361-03,95
2361-04,103
2361-05,122
2361-06,59
2361-07,206
2361-08,199
2361-09,221
2361-11,167
2361-12,243
2362-01,168
2362-02,146
2362-03,129
2362-04,176
2362-05,223
2362-06,53
2362-07,176
2362-08,150
2362-09,179
2362-10,238
2362-11,171
2362-12,147
2363-01,208
2363-02,246
2363-03,108
2363-04,190
2363-05,194
2363-07,101
2363-08,73
2363-09,118
2363-10,220
2363-11,123
2363-12,207
2364-01,197
2364-02,85
2364-03,121
2364-04,208
2364-05,109
2364-06,129
2364-07,210
2364-08,105
2364-09,183
2364-10,110
2364-11,151
2364-12,124
2365-01,114
2365-03,211
2365-04,161
2365-05,86
2365-06,215
2365-07,51
2365-08,146
2365-09,225
2365-10,106
2365-11,121
2365-12,69
2366-01,198
2366-02,105
2366-03,53
2366-04,227
2366-05,237
2366-06,229
2366-07,122
2366-08,103
2366-09,164
2366-10,89
2366-12,132
2367-01,159
2367-02,50
2367-03,173
2367-04,101
2367-05,73
2367-06,221
2367-07,117
2367-08,193
2367-09,100
2367-10,122
2367-11,200
2367-12,90
2368-01,206
2368-02,78
2368-03,238
2368-04,208
2368-05,246
2368-06,142
2368-07,57
2368-09,92
2368-10,177
2368-11,94
2368-12,155
2369-01,198
2369-02,121
2369-03,142
2369-04,139
2369-05,245
2369-06,95
2369-07,198
2369-08,131
2369-09,192
2369-10,232
2369-11,56
2369-12,157
2370-01,240
2370-02,203
2370-03,166
2370-05,241
2370-06,67
2370-07,199
2370-08,104
2370-09,68
2370-10,195
2370-11,96
2370-12,180
2371-01,248
2371-02,76
2371-03,120
2371-04,146
2371-05,88
2371-06,111
2371-07,153
2371-08,211
2371-09,233
2371-10,214
2371-11,104
2371-12,199
2372-02,174
2372-03,101
2372-04,104
2372-05,169
2372-06,65
2372-07,185
2372-08,213
2372-09,236
2372-10,128
2372-11,78
2372-12,67
2373-01,119
2373-02,133
2373-03,121
2373-04,201
2373-05,107
2373-06,156
2373-07,65
2373-08,123
2373-10,52
2373-11,203
2373-12,116
2374-01,238
2374-02,136
2374-03,104
2374-04,239
2374-05,121
2374-06,124
2374-07,223
2374-08,81
2374-09,51
2374-10,173
2374-11,139
2374-12,232
2375-01,117
2375-02,244
2375-03,62
2375-04,177
2375-06,205
2375-07,68
2375-08,208
2375-09,168
2375-10,233
2375-11,131
2375-12,112
2376-01,165
2376-02,173
2376-03,87
2376-04,190
2376-05,141
2376-06,139
2376-07,185
2376-08,139
2376-09,223
2376-10,50
2376-11,187
2376-12,210
2377-01,91
2377-03,171
2377-04,165
2377-05,102
2377-06,120
2377-07,53
2377-08,69
2377-09,244
2377-10,99
2377-11,51
2377-12,119
2378-01,106
2378-02,82
2378-03,221
2378-04,129
2378-05,149
2378-06,212
2378-07,65
2378-08,124
2378-09,239
2378-10,142
2378-12,86
2379-01,246
2379-02,91
2379-03,133
2379-04,190
2379-05,164
2379-06,153
2379-07,149
2379-08,166
2379-09,245
2379-10,143
2379-11,189
2379-12,249
2380-01,91
2380-02,215
2380-03,76
2380-04,97
2380-05,247
2380-06,186
2380-08,216
2380-09,118
2380-10,94
2380-11,94
2380-12,64
2381-01,161
2381-02,57
2381-03,110
2381-04,120
2381-05,80
2381-06,236
2381-07,133
2381-08,131
2381-09,175
2381-10,90
2381-11,152
2381-12,218
2382-01,204
2382-02,87
2382-04,140
2382-05,176
2382-06,232
2382-07,206
2382-08,239
2382-09,52
2382-10,76
2382-11,187
2382-12,59
2383-01,214
2383-02,136
2383-03,223
2383-04,242
2383-05,181
2383-06,184
2383-07,170
2383-08,154
2383-09,131
2383-10,55
2383-11,196
2384-01,87
2384-02,118
2384-03,229
2384-04,139
2384-05,181
2384-06,105
2384-07,188
2384-08,244
2384-09,214
2384-10,176
2384-11,147
2384-12,101
2385-01,162
2385-02,88
2385-03,98
2385-04,53
2385-05,84
2385-06,151
2385-07,144
2385-08,141
2385-10,226
2385-11,52
2385-12,62
2386-01,85
2386-02,94
2386-03,137
2386-04,91
2386-05,141
2386-06,153
2386-07,156
2386-08,249
2386-09,62
2386-10,230
2386-11,219
2386-12,131
2387-01,78
2387-02,74
2387-03,155
2387-05,231
2387-06,216
2387-07,76
2387-08,111
2387-09,191
2387-10,75
2387-11,211
2387-12,177
2388-01,57
2388-02,183
2388-03,141
2388-04,114
2388-05,106
2388-06,99
2388-07,232
2388-08,102
2388-09,139
2388-10,208
2388-11,171
2388-12,242
2389-01,90
2389-03,199
2389-04,156
2389-05,218
2389-06,105
2389-07,107
2389-08,246
2389-09,110
2389-10,59
2389-11,234
2389-12,74
2390-01,200
2390-02,84
2390-03,201
2390-04,246
2390-05,127
2390-06,238
2390-07,53
2390-08,211
2390-09,175
2390-11,122
2390-12,141
2391-01,79
2391-02,215
2391-03,184
2391-04,185
2391-05,101
2391-06,84
2391-07,99
2391-08,183
2391-09,56
2391-10,217
2391-11,150
2391-12,97
2392-01,74
2392-02,195
2392-03,177
2392-04,150
2392-05,217
2392-07,174
2392-08,119
2392-09,171
2392-10,60
2392-11,78
2392-12,239
2393-01,72
2393-02,185
2393-03,97
2393-04,83
2393-05,173
2393-06,243
2393-07,80
2393-08,175
2393-09,104
2393-10,131
2393-11,78
2393-12,227
2394-01,242
2394-03,176
2394-04,195
2394-05,57
2394-06,217
2394-07,157
2394-08,185
2394-09,248
2394-10,247
2394-11,189
2394-12,51
2395-01,195
2395-02,80
2395-03,50
2395-04,245
2395-05,249
2395-06,249
2395-07,237
2395-08,195
2395-09,60
2395-10,110
2395-12,197
2396-01,58
2396-02,63
2396-03,161
2396-04,132
2396-05,108
2396-06,125
2396-07,186
2396-08,180
2396-09,134
2396-10,154
2396-11,119
2396-12,202
2397-01,123
2397-02,193
2397-03,160
2397-04,226
2397-05,188
2397-06,212
2397-07,56
2397-09,76
2397-10,56
2397-11,186
2397-12,141
2398-01,117
2398-02,89
2398-03,94
2398-04,131
2398-05,63
2398-06,58
2398-07,148
2398-08,188
2398-09,55
2398-10,238
2398-11,109
2398-12,125
2399-01,156
2399-02,172
2399-03,98
2399-05,196
2399-06,167
2399-07,58
2399-08,218
2399-09,130
2399-10,185
2399-11,226
2399-12,137
2400-01,164
2400-02,98
2400-03,57
2400-04,141
2400-05,114
2400-06,167
2400-07,127
2400-08,90
2400-09,221
2400-10,179
2400-11,191
2400-12,156
2401-01,91
2401-03,167
2401-04,203
2401-05,155
2401-06,66
2401-07,197
2401-08,206
2401-09,240
2401-10,83
2401-11,120
2401-12,106
2402-01,145
2402-02,83
2402-03,156
2402-04,155
2402-05,233
2402-06,130
2402-07,79
2402-08,158
2402-10,68
2402-11,230
2402-12,101
2403-01,101
2403-02,227
2403-03,215
2403-04,54
2403-05,59
2403-06,126
2403-07,147
2403-08,220
2403-09,102
2403-10,72
2403-11,220
2403-12,97
2404-01,220
2404-02,226
2404-03,73
2404-04,174
2404-05,128
2404-07,145
2404-08,236
2404-09,226
2404-10,110
2404-11,104
2404-12,141
2405-01,199
2405-02,77
2405-03,212
2405-04,140
2405-05,214
2405-06,194
2405-07,60
2405-08,232
2405-09,137
2405-10,190
2405-11,140
2405-12,236
2406-01,167
2406-03,151
2406-04,198
2406-05,146
2406-06,209
2406-07,162
2406-08,170
2406-09,127
2406-10,138
2406-11,238
2406-12,247
2407-01,197
2407-02,103
2407-03,171
2407-04,208
2407-05,163
2407-06,62
2407-07,121
2407-08,55
2407-09,82
2407-10,149
2407-12,181
2408-01,113
2408-02,51
2408-03,174
2408-04,78
2408-05,250
2408-06,208
2408-07,81
2408-08,102
2408-09,206
2408-10,165
2408-11,198
2408-12,149
2409-01,157
2409-02,165
2409-03,164
2409-04,165
2409-05,140
2409-06,222
2409-08,180
2409-09,61
2409-10,141
2409-11,142
2409-12,243
2410-01,244
2410-02,112
2410-03,159
2410-04,96
2410-05,191
2410-06,56
2410-07,171
2410-08,249
2410-09,93
2410-10,81
2410-11,226
2410-12,126
2411-01,207
2411-02,213
2411-04,85
2411-05,241
2411-06,149
2411-07,90
2411-08,100
2411-09,140
2411-10,212
2411-11,153
2411-12,63
2412-01,64
2412-02,126
2412-03,235
2412-04,120
2412-05,215
2412-06,88
2412-07,115
2412-08,107
2412-09,65
2412-10,162
2412-11,54
2412-12,214
2413-02,190
2413-03,135
2413-04,147
2413-05,89
2413-06,156
2413-07,187
2413-08,176
2413-09,185
2413-10,82
2413-11,198
2413-12,163
2414-01,228
2414-02,201
2414-03,248
2414-04,93
2414-05,94
2414-06,152
2414-07,90
2414-08,182
2414-10,129
2414-11,137
2414-12,192
2415-01,221
2415-02,67
2415-03,96
2415-04,185
2415-05,78
2415-06,100
2415-07,88
2415-08,232
2415-09,238
2415-10,143
2415-11,182
2415-12,201
2416-01,211
2416-02,152
2416-03,228
2416-04,83
2416-06,171
2416-07,190
2416-08,244
2416-09,183
2416-10,175
2416-11,190
2416-12,248
2417-01,58
2417-02,58
2417-03,121
2417-04,167
2417-05,197
2417-06,199
2417-07,105
2417-08,87
2417-09,71
2417-10,138
2417-11,129
2417-12,208
2418-01,220
2418-03,127
2418-04,231
2418-05,245
2418-06,140
2418-07,231
2418-08,136
2418-09,107
2418-10,69
2418-11,54
2418-12,155
2419-01,127
2419-02,204
2419-03,174
2419-04,110
2419-05,154
2419-06,132
2419-07,148
2419-08,107
2419-09,238
2419-11,129
2419-12,160
2420-01,89
2420-02,190
2420-03,79
2420-04,189
2420-05,84
2420-06,97
2420-07,157
2420-08,249
2420-09,89
2420-10,66
2420-11,181
2420-12,159
2421-01,235
2421-02,86
2421-03,107
2421-04,237
2421-05,68
2421-07,167
2421-08,176
2421-09,205
2421-10,144
2421-11,201
2421-12,174
2422-01,100
2422-02,238
2422-03,59
2422-04,224
2422-05,152
2422-06,71
2422-07,146
2422-08,130
2422-09,130
2422-10,141
2422-11,165
2422-12,72
2423-01,244
2423-03,104
2423-04,149
2423-05,151
2423-06,175
2423-07,55
2423-08,126
2423-09,194
2423-10,122
2423-11,152
2423-12,158
2424-01,126
2424-02,226
2424-03,63
2424-04,197
2424-05,167
2424-06,154
2424-07,151
2424-08,138
2424-09,229
2424-10,198
2424-11,243
2425-01,140
2425-02,181
2425-03,71
2425-04,203
2425-05,116
2425-06,121
2425-07,52
2425-08,63
2425-09,116
2425-10,127
2425-11,232
2425-12,225
2426-01,144
2426-02,155
2426-03,61
2426-04,194
2426-05,243
2426-06,184
2426-07,247
2426-09,89
2426-10,237
2426-11,121
2426-12,232
2427-01,127
2427-02,166
2427-03,61
2427-04,201
2427-05,235
2427-06,182
2427-07,132
2427-08,116
2427-09,89
2427-10,104
2427-11,215
2427-12,87
2428-01,181
2428-02,58
2428-03,111
2428-05,147
2428-06,96
2428-07,140
2428-08,209
2428-09,204
2428-10,165
2428-11,81
2428-12,173
2429-01,172
2429-02,209
2429-03,96
2429-04,94
2429-05,227
2429-06,124
2429-07,176
2429-08,230
2429-09,127
2429-10,165
2429-11,115
2429-12,187
2430-01,208
2430-03,212
2430-04,190
2430-05,72
2430-06,224
2430-07,182
2430-08,121
2430-09,169
2430-10,89
2430-11,234
2430-12,78
2431-01,175
2431-02,74
2431-03,218
2431-04,191
2431-05,250
2431-06,205
2431-07,70
2431-08,217
2431-10,245
2431-11,67
2431-12,189
2432-01,154
2432-02,165
2432-03,50
2432-04,110
2432-05,247
2432-06,121
2432-07,239
2432-08,83
2432-09,67
2432-10,92
2432-11,109
2432-12,88
2433-01,169
2433-02,134
2433-03,107
2433-04,97
2433-05,66
2433-07,218
2433-08,246
2433-09,65
2433-10,188
2433-11,159
2433-12,144
2434-01,85
2434-02,171
2434-03,100
2434-04,93
2434-05,218
2434-06,71
2434-07,89
2434-08,77
2434-09,184
2434-10,53
2434-11,165
2434-12,84
2435-01,161
2435-03,190
2435-04,213
2435-05,88
2435-06,172
2435-07,140
2435-08,175
2435-09,166
2435-10,248
2435-11,114
2435-12,100
2436-01,172
2436-02,145
2436-03,113
2436-04,200
2436-05,127
2436-06,122
2436-07,82
2436-08,214
2436-09,126
2436-10,227
2436-12,88
2437-01,237
2437-02,148
2437-03,97
2437-04,204
2437-05,165
2437-06,99
2437-07,231
2437-08,237
2437-09,167
2437-10,73
2437-11,169
2437-12,85
2438-01,123
2438-02,112
2438-03,188
2438-04,138
2438-05,77
2438-06,81
2438-08,139
2438-09,242
2438-10,232
2438-11,139
2438-12,167
2439-01,150
2439-02,241
2439-03,134
2439-04,77
2439-05,250
2439-06,200
2439-07,130
2439-08,93
2439-09,196
2439-10,66
2439-11,188
2439-12,100
2440-01,116
2440-02,239
2440-03,140
2440-05,167
2440-06,63
2440-07,64
2440-08,225
2440-09,231
2440-10,121
2440-11,210
2440-12,161
2441-01,205
2441-02,103
2441-03,144
2441-04,51
2441-05,102
2441-06,96
2441-07,241
2441-08,139
2441-09,137
2441-10,148
2441-11,241
2441-12,163
2442-02,81
2442-03,100
2442-04,194
2442-05,171
2442-06,207
2442-07,194
2442-08,213
2442-09,141
2442-10,238
2442-11,112
2442-12,134
2443-01,111
2443-02,108
2443-03,212
2443-04,232
2443-05,135
2443-06,110
2443-07,250
2443-08,183
2443-10,97
2443-11,172
2443-12,117
2444-01,151
2444-02,181
2444-03,233
2444-04,80
2444-05,190
2444-06,183
2444-07,149
2444-08,197
2444-09,231
2444-10,239
2444-11,198
2444-12,215
2445-01,170
2445-02,56
2445-03,146
2445-04,250
2445-06,233
2445-07,127
2445-08,226
2445-09,108
2445-10,57
2445-11,76
2445-12,136
2446-01,213
2446-02,98
2446-03,238
2446-04,170
2446-05,131
2446-06,224
2446-07,64
2446-08,240
2446-09,109
2446-10,122
2446-11,116
2446-12,204
2447-01,174
2447-03,115
2447-04,62
2447-05,219
2447-06,216
2447-07,230
2447-08,72
2447-09,135
2447-10,197
2447-11,177
2447-12,110
2448-01,238
2448-02,113
2448-03,87
2448-04,104
2448-05,232
2448-06,100
2448-07,60
2448-08,90
2448-09,86
2448-10,68
2448-12,129
2449-01,165
2449-02,218
2449-03,177
2449-04,172
2449-05,233
2449-06,247
2449-07,129
2449-08,79
2449-09,69
2449-10,158
2449-11,155
2449-12,101
2450-01,219
2450-02,153
2450-03,234
2450-04,250
2450-05,125
2450-07,78
2450-08,134
2450-09,238
2450-10,226
2450-11,239
2450-12,183
2451-01,154
2451-02,66
2451-03,86
2451-04,227
2451-05,78
2451-06,243
2451-07,68
2451-08,232
2451-09,105
2451-10,95
2451-11,206
2451-12,170
2452-01,224
2452-02,205
2452-04,74
2452-05,53
2452-06,60
2452-07,81
2452-08,174
2452-09,230
2452-10,65
2452-11,97
2452-12,122
2453-01,70
2453-02,124
2453-03,61
2453-04,83
2453-05,211
2453-06,196
2453-07,198
2453-08,85
2453-09,226
2453-10,167
2453-11,77
2454-01,238
2454-02,159
2454-03,130
2454-04,88
2454-05,158
2454-06,229
2454-07,120
2454-08,211
2454-09,142
2454-10,234
2454-11,248
2454-12,183
2455-01,206
2455-02,66
2455-03,203
2455-04,170
2455-05,133
2455-06,199
2455-07,226
2455-09,93
2455-10,237
2455-11,203
2455-12,73
2456-01,214
2456-02,68
2456-03,221
2456-04,222
2456-05,173
2456-06,241
2456-07,243
2456-08,93
2456-09,198
2456-10,118
2456-11,136
2456-12,190
2457-01,203
2457-02,209
2457-03,93
2457-05,220
2457-06,60
2457-07,184
2457-08,69
2457-09,180
2457-10,72
2457-11,169
2457-12,225
2458-01,234
2458-02,203
2458-03,124
2458-04,240
2458-05,106
2458-06,236
2458-07,102
2458-08,67
2458-09,104
2458-10,199
2458-11,92
2458-12,98
2459-01,239
2459-03,112
2459-04,150
2459-05,116
2459-06,96
2459-07,107
2459-08,205
2459-09,208
2459-10,147
2459-11,99
2459-12,99
2460-01,147
2460-02,226
2460-03,129
2460-04,169
2460-05,77
2460-06,208
2460-07,143
2460-08,226
2460-09,60
2460-11,235
2460-12,186
2461-01,200
2461-02,180
2461-03,238
2461-04,90
2461-05,155
2461-06,152
2461-07,64
2461-08,93
2461-09,199
2461-10,233
2461-11,157
2461-12,132
2462-01,66
2462-02,203
2462-03,75
2462-04,159
2462-05,116
2462-07,159
2462-08,171
2462-09,220
2462-10,174
2462-11,217
2462-12,105
2463-01,84
2463-02,148
2463-03,213
2463-04,135
2463-05,50
2463-06,84
2463-07,211
2463-08,118
2463-09,57
2463-10,232
2463-11,223
2463-12,83
2464-01,141
2464-03,63
2464-04,195
2464-05,238
2464-06,135
2464-07,215
2464-08,119
2464-09,217
2464-10,103
2464-11,113
2464-12,74
2465-01,239
2465-02,153
2465-03,142
2465-04,77
2465-05,162
2465-06,172
2465-07,74
2465-08,163
2465-09,128
2465-10,182
2465-12,209
2466-01,159
2466-02,162
2466-03,238
2466-04,106
2466-05,198
2466-06,155
2466-07,184
2466-08,218
2466-09,241
2466-10,249
2466-11,247
2466-12,92
2467-01,78
2467-02,92
2467-03,70
2467-04,236
2467-05,185
2467-06,218
2467-08,65
2467-09,92
2467-10,55
2467-11,228
2467-12,233
2468-01,67
2468-02,130
2468-03,122
2468-04,149
2468-05,147
2468-06,100
2468-07,236
2468-08,161
2468-09,216
2468-10,169
2468-11,204
2468-12,168
2469-01,213
2469-02,199
2469-03,107
2469-05,61
2469-06,180
2469-07,184
2469-08,150
2469-09,123
2469-10,99
2469-11,249
2469-12,94
2470-01,159
2470-02,126
2470-03,86
2470-04,95
2470-05,152
2470-06,225
2470-07,81
2470-08,88
2470-09,164
2470-10,106
2470-11,195
2470-12,227
2471-02,120
2471-03,88
2471-04,228
2471-05,213
2471-06,157
2471-07,84
2471-08,120
2471-09,81
2471-10,234
2471-11,200
2471-12,233
2472-01,100
2472-02,154
2472-03,117
2472-04,170
2472-05,151
2472-06,150
2472-07,109
2472-08,99
2472-10,68
2472-11,124
2472-12,201
2473-01,220
2473-02,100
2473-03,116
2473-04,197
2473-05,231
2473-06,233
2473-07,106
2473-08,196
2473-09,76
2473-10,184
2473-11,187
2473-12,229
2474-01,55
2474-02,209
2474-03,219
